Product Link,Image URL,Category,Gender,Brand,Description,Ratings,Ratings Count,Price
https://www.myntra.com/sweaters/roadster/the-roadster-lifestyle-co-men-off-white-pullover/15654426/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15654426/2021/10/6/7e0abdfc-0430-46d5-af8b-e34e79ffcbd41633502377365-Computerised-Jacquard-Sweater-6701633502376814-1.jpg",sweaters,M,Roadster,Men Pullover,4.1,4100,759
https://www.myntra.com/sweaters/mr+bowerbird/mr-bowerbird-men-pullover-sweaters/31321141/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/OCTOBER/16/QoN4Zgeo_4c73dce66a8144e188952fc0feb95eca.jpg",sweaters,M,Mr Bowerbird,Men Pullover Sweaters,4.5,31,1469
https://www.myntra.com/sweaters/u.s.+polo+assn./us-polo-assn-horizontal-striped-long-sleeves-pullover/25732794/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25732794/2023/11/2/bd5ed9d2-4c89-4b9c-b93f-c9cc819fc2141698935482339CrewNeckHorizontalStripeSweater1.jpg",sweaters,M,U.S. Polo Assn.,Striped Long Sleeves Pullover,3.3,20,1649
https://www.myntra.com/sweaters/and/and-abstract-printed-high-neck-pullover/27550618/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27550618/2024/2/13/befc8c53-f254-464d-ab2a-5e9840170b021707818851726ANDPrintTop1.jpg",sweaters,F,AND,Printed High Neck Pullover,4.7,22,3609
https://www.myntra.com/sweaters/roadster/roadster-women-magenta-cable-knit-acrylic-pullover/19798116/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19798116/2022/9/9/bf5314fa-1208-4c4c-9945-9af4452ddc431662728283802-Computerised-Cable-Knit-Pattern-Sweater-291662728283275-1.jpg",sweaters,F,Roadster,Women Cable Knit Pullover,4.3,5500,721
https://www.myntra.com/sweaters/mast+%26+harbour/mast--harbour-women-blue-colourblocked-pullover-sweater/12144158/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12144158/2020/11/27/afac20ac-9147-4bf6-9196-a7696dc466a01606470065318-Mast--Harbour-Women-Sweaters-9861606470063976-1.jpg",sweaters,F,Mast & Harbour,Colourblocked Pullover Sweater,4.5,3900,759
https://www.myntra.com/sweaters/dressberry/dressberry-women-blue-ribbed-pullover-/12098684/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12098684/2020/12/16/c8e34e4c-66ab-4758-b95f-dc34a96764411608105868021-DressBerry-Women-Sweaters-2791608105866678-1.jpg",sweaters,F,DressBerry,Ribbed Pullover,4.2,13200,643
https://www.myntra.com/sweaters/roadster/roadster-women-black-self-design-cardigan/6397681/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6397681/2018/11/19/06e9d115-fd5c-46c0-94af-18afcca858aa1542616506869-Roadster-Women-Sweaters-6811542616506650-1.jpg",sweaters,F,Roadster,Women Self Design Cardigan,4.1,6300,584
https://www.myntra.com/sweaters/roadster+fast+and+furious/roadster-fast-and-furious-women-mauve-self-design-pullover/6397464/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6397464/2018/11/19/b43c0dea-b2b6-4cf4-aa7a-1e92c829002f1542616490528-Roadster-Women-Sweaters-711542616490379-1.jpg",sweaters,F,Roadster Fast and Furious,Women Self Design Pullover,4.1,3800,713
https://www.myntra.com/jackets/u.s.+polo+assn./us-polo-assn-mock-collar-tailored-jacket/19020374/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19020374/2024/8/29/5f0ed819-5836-4f4f-867e-ff40e45797971724916892405-US-Polo-Assn-Men-Grey-Solid-Tailored-Jacket-2781724916891738-1.jpg",jackets,M,U.S. Polo Assn.,Mock Collar Tailored Jacket,3.6,19,4399
https://www.myntra.com/jackets/u.s.+polo+assn.+denim+co./u-s-polo-assn-denim-co-men-black-brand-logo-hooded-collar-puffer-jacket/19166014/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19166014/2022/11/8/915d1afa-0fb8-4281-b3f8-72d37ed864ad1667929249461-U-S-Polo-Assn-Denim-Co-Men-Black-Brand-Logo-Hooded-Collar-Pu-1.jpg",jackets,M,U.S. Polo Assn. Denim Co.,Men Brand Logo Puffer Jacket,4.2,266,3499
https://www.myntra.com/jackets/campus+sutra/campus-sutra-windcheater-jacket/26130150/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26130150/2023/11/29/c208c973-87ef-4844-81c7-9ee664c7f4251701256265224CampusSutraMenTanSuedeWindcheaterOutdoorBikerJacket1.jpg",jackets,M,Campus Sutra,Windcheater Jacket,4,1200,1854
https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-men-hooded-long-sleeves-tailored-jacket/31038819/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/SEPTEMBER/21/T3YqLB9H_9feb36e476864d8284da6e570345cc0a.jpg",jackets,M,StyleCast x Revolte,Men Hooded Tailored Jacket,3.1,274,1209
https://www.myntra.com/jackets/u.s.+polo+assn.+denim+co./us-polo-assn-denim-co-hooded-sporty-jacket/26076916/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26076916/2023/11/27/6c8c0dc6-e038-4619-b874-4e44044721ed1701078611957USPoloAssnDenimCoMenBlackPufferJacket1.jpg",jackets,M,U.S. Polo Assn. Denim Co.,Hooded Sporty Jacket,4.2,37,5999
https://www.myntra.com/jackets/dennis+lingo/dennis-lingo-long-sleeves-mock-collar-reversible-padded-jacket/30980233/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30980233/2024/9/27/118a1e6d-af13-4b40-b327-118b5be046461727418947011-Dennis-Lingo-Long-Sleeves-Mock-Collar-Reversible-Padded-Jack-1.jpg",jackets,M,Dennis Lingo,Reversible Padded Jacket,4.6,18,1799
https://www.myntra.com/jackets/u.s.+polo+assn.+denim+co./us-polo-assn-denim-co-spread-collar-denim-jacket/30424845/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30424845/2024/9/27/2a991d81-cd7f-4bcf-94ec-9c28c1d116ba1727436219786-US-Polo-Assn-Denim-Co-Spread-Collar-Denim-Jacket-41727436219-1.jpg",jackets,M,U.S. Polo Assn. Denim Co.,Spread Collar Denim Jacket,4.4,142,2959
https://www.myntra.com/jackets/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-navy-blue-solid-padded-jacket/11846940/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11846940/2020/9/25/4865add2-7c5e-4627-bee0-1c5840cfd72d1601029454113-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-1.jpg",jackets,M,HRX by Hrithik Roshan,Solid Padded Jacket,4.1,9900,1919
https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-men-hooded-puffer-jacket/31011309/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/SEPTEMBER/19/08XF8xEC_fea38e5c19774117af3a07790c430136.jpg",jackets,M,StyleCast x Revolte,Men Hooded Puffer Jacket,4.1,247,1677
https://www.myntra.com/jackets/u.s.+polo+assn./us-polo-assn-mock-collar-bomber-jacket/24769024/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24769024/2023/10/12/93aea0f5-3d7c-4bc8-b7f8-fd07fc7350661697105236502-US-Polo-Assn-Mock-Collar-Bomber-Jacket-9351697105236064-1.jpg",jackets,M,U.S. Polo Assn.,Bomber Jacket,4.7,44,4399
https://www.myntra.com/jackets/and/and-women-polyester-longline-duster-jacket/29577864/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29577864/2024/5/17/662a14c3-ce69-47b7-854e-5eed9d32baa01715928385878ANDWomenPolyesterLonglineDusterJacket1.jpg",jackets,F,AND,Longline Duster Jacket,4.5,33,Rs. 3099
https://www.myntra.com/jackets/baesd/baesd-spread-collar-washed-cotton-denim-jacket/24638410/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24638410/2023/8/24/0caea0c8-5f60-4178-927f-03367d769b361692883369554BAESDWomenNavyBlueWashedLonglineDenimJacket1.jpg",jackets,F,BAESD,Washed Denim Jacket,3.8,576,751
https://www.myntra.com/jackets/kotty/kotty-women-winters-striped-crop-puffer-jacket/29921256/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29921256/2024/6/7/1e06a387-3c51-4e9e-8e14-fe8356b0f5601717775592628KottyWomenStripedCropPufferJacket1.jpg",jackets,F,Kotty,Women Crop Puffer Jacket,3.7,955,1079
https://www.myntra.com/jackets/tokyo+talkies/tokyo-talkies-women-denim-jacket/30761499/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30761499/2024/11/29/e6676868-5cd0-47e2-b02e-744e963fc80a1732890625318-Tokyo-Talkies-Women-Denim-Jacket-2981732890624838-1.jpg",jackets,F,Tokyo Talkies,Denim Jacket,4.5,8,793
https://www.myntra.com/jackets/kica/kica-mock-collar-insulator-puffer-jacket/25690966/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25690966/2024/10/10/b5a25d04-bc20-430d-b1f1-4fdee87dae6d1728526462430-KICA-Mock-Collar-Insulator-Puffer-Jacket-2731728526462018-1.jpg",jackets,F,KICA,Insulator Puffer Jacket,4,13,1679
https://www.myntra.com/kurtas/jompers/jompers-ethnic-motifs-embroidered-sequinned-mandarin-collar-straight-kurta/29102908/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29102908/2024/4/23/c4ea899e-e1ad-470d-bcd6-4fbd902659f31713857185268JompersMenThreadWorkKurta1.jpg",kurta,M,Jompers,Embroidered Straight Kurta,4.2,2200,1185
https://www.myntra.com/kurtas/jompers/jompers-floral-embroidered-mirror-work-mandarin-collar-cotton-silk-straight-kurta/29102934/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29102934/2024/4/23/233cad9f-765e-4869-bae9-41b80c547e6a1713857663669JompersMenMirrorWorkKurta1.jpg",kurta,M,Jompers,Embroidered Cotton Silk Kurta,4.2,259,1193
https://www.myntra.com/kurtas/jompers/jompers-ethnic-motifs-printed-mandarin-collar-straight-kurta/30424069/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/JULY/31/LLmfLn7A_e4a055e439794f09adc55e7ad6ad0702.jpg",kurta,M,Jompers,Printed Straight Kurta,4.3,306,890
https://www.myntra.com/kurtas/vastrado/vastrado-striped-mandarin-collar-dobby-weave-cotton-short-kurta/31355359/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/OCTOBER/18/xeFk67ub_9e336e95f59244d186b9800b566926b7.jpg",kurta,M,VASTRADO,Striped Cotton Short Kurta,4.1,9,824
https://www.myntra.com/kurtas/here%26now/herenow-men-solid-cotton-kurta/24454594/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24454594/2023/9/1/a8d3662a-f798-4b46-9868-6b61178482d11693561125286-HERENOW-Men-Shirts-7401693561124830-1.jpg",kurta,M,HERE&NOW,Men Kurta,4.3,4300,797
https://www.myntra.com/kurtas/jompers/jompers-ethnic-motifs-embroidered-mandarin-collar-straight-pure-cotton-straight-kurta/28932986/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28932986/2024/4/15/de378498-9247-45b8-81a5-c309cc0fc5721713166779195JompersMenEthnicMotifsPathaniKurta1.jpg",kurta,M,Jompers,Embroidered Pure Cotton Kurta,4.2,2000,1195
https://www.myntra.com/kurtas/jompers/jompers-embroidered-mandarin-collar-chikankari-kurta/22708160/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22708160/2023/4/8/5c5e4e42-aecf-4351-93c2-dc363c1b549a1680953660338EmbroideredKurtas1.jpg",kurta,M,Jompers,Mandarin Collar Kurta,4.2,2500,895
https://www.myntra.com/kurtas/vastramay/vastramay-men-georgette-sequence-semi-sheer-kurta/22444218/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22444218/2024/10/21/6719d791-595b-4be4-b511-0743d75c0aa41729492247198-VASTRAMAY-Men-Georgette-Sequence-Semi-Sheer-Kurta-7271729492-1.jpg",kurta,M,VASTRAMAY,Embellished Georgette Kurta,4.2,477,1644
https://www.myntra.com/kurtas/jompers/jompers-men-cream-coloured-geometric-thread-work-kurta/24610658/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24610658/2023/8/23/14d9daad-49c5-4b46-9e01-5ac16249056d1692788243220JompersMenCream-ColouredGeometricThreadWorkKurta1.jpg",kurta,M,Jompers,Geometric Thread Work Kurta,4.2,280,890
https://www.myntra.com/kurtas/anouk/anouk-men-mustard-yellow--white-geometric-printed-kurta/17094664/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17094664/2022/4/22/55c9cd5e-9c13-44de-b126-90ee46a835d21650628238715-Anouk-Men-Mustard-Yellow--White-Geometric-Printed-Kurta-1041-1.jpg",kurta,M,Anouk,Men Geometric Printed Kurta,4.2,4500,734
https://www.myntra.com/kurtas/sangria/sangria-embroidered-v-neck-three-quarter-sleeves-thread-work-straight-kurta/27367390/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27367390/2024/2/5/36079f89-fd7b-47f7-a0b4-3977a2fac8661707149749625SangriaWomensSolidCoffeeColorDesignerWorkTrendyStylishKurti6.jpg",kurta,F,Sangria,Embroidered Straight Kurta,3.7,844,964
https://www.myntra.com/kurtas/ada/ada-women-white--pink-chikankari-embroidered-straight--handloom-kurta/11935458/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11935458/2020/6/30/844d8b43-d4fe-449a-a01f-a96ead85c9691593509703396-ADA-Women-White--Pink-Chikankari-Embroidered-Straight-Kurta--1.jpg",kurta,F,ADA,Chikankari Embroidered Handloom Kurta,4.3,1200,Rs. 999
https://www.myntra.com/kurtas/vishudh/vishudh-woman-pink-floral-printed-keyhole-neck-kurta/16334432/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16334432/2021/12/2/2245539c-9bc1-4eea-8b4f-84263660dafd1638434508019Kurtas1.jpg",kurta,F,Vishudh,Woman Pink Floral PrintedKurta,4.1,4800,455
https://www.myntra.com/kurtas/gosriki/gosriki-floral-embroidered-notch-neck-thread-work-cotton-kurta/21940458/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21940458/2023/2/11/9a085e07-2a31-4cf7-beec-ac7d05ad3aaa1676107774589KALINIWomenWhiteEmbroideredStraightKurta6.jpg",kurta,F,GoSriKi,Embroidered Cotton Kurta,4,13100,895
https://www.myntra.com/kurtas/inddus/inddus-black-floral-embroidered-sequinned-georgette-anarkali-kurta-with-dupatta/25086538/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25086538/2023/9/21/31154ad5-cc7b-406c-9232-21a67a7f27711695288456693InddusWomenBlackEmbroideredCold-ShoulderSleevesFloralGeorget1.jpg",kurta,F,Inddus,Embroidered Kurta With Dupatta,4.3,502,3191
https://www.myntra.com/kurtas/anouk/anouk-abstract-printed-indigo-straight-kurta/21245020/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21245020/2023/2/3/13fe3200-4ad8-4043-a0e7-b4800bfe212f1675409554007-Anouk-Women-Kurtas-1991675409553402-1.jpg",kurta,F,Anouk,Women Printed Kurta,4.3,4200,543
https://www.myntra.com/kurtas/libas/libas-floral-embroidered-straight-pastel-kurta/28270772/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28270772/2024/6/7/79f0e08a-ca53-4ba4-b95c-0afc981d6fb91717751561807-Libas-Floral-Embroidered-Straight-Pastel-Kurta-2621717751561-7.jpg",kurta,F,Libas,Floral Embroidered Kurta,3.9,149,730
https://www.myntra.com/kurtas/biba/biba-women-ethnic-motifs-printed-sequinned-kurta/28098030/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28098030/2024/3/7/fc26edbe-5e27-4943-a230-4ebc92ab01d31709805278548BibaWomenEthnicMotifsPrintedSequinnedKurta1.jpg",kurta,F,Biba,Women Ethnic Motifs Printed Kurta,3.5,112,1119
https://www.myntra.com/kurtas/anouk/anouk-notched-neck-thread-work-pure-cotton-straight-kurta/30448437/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/AUGUST/2/2cHbr5N6_4bb16dfd472543ba9197a4be36ba2997.jpg",kurta,F,Anouk,Pure Cotton Straight Kurta,4,263,549
https://www.myntra.com/kurtas/libas/libas-women-teal-blue--golden-yoke-design-kurta/18137360/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18137360/2024/3/12/0a95357f-0bf7-48fb-89a6-929e8df595821710228137046-Libas-Women-Teal-Blue--Golden-Yoke-Design-Kurta-823171022813-7.jpg",kurta,F,Libas,Women Yoke Design Kurta,4.5,5200,799
https://www.myntra.com/sherwani/kisah/kisah-men-woven-design-straight-indowestern-sherwani-set/22215518/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22215518/2023/3/3/8c769de9-26b9-4f9d-8f6a-3e61394e7a501677845376333KisahMenOliveSherwaniSet1.jpg",sherwani,M,KISAH,Jacquard Sherwani Set,4,66,6819
https://www.myntra.com/sherwani/vastramay/vastramay-men-cream-colored-mirror-worked-sherwani-set/19488416/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19488416/2022/8/12/c926be21-2944-48a6-a4e7-98999e8d78741660312674175ShresthaMensCreamMirrorWorkIndo-WesternSherwaniSet1.jpg",sherwani,M,VASTRAMAY,Men Mirror Worked Sherwani Set,3.9,109,4699
https://www.myntra.com/sherwani/vastramay/vastramay-men-black-solid-sherwani-set/19896302/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19896302/2022/9/12/224258c7-5e1e-4bcb-bf82-1d6f385aff4b1662961336322VastramayMensBlackSilkBlendSherwaniSet1.jpg",sherwani,M,VASTRAMAY,Men Solid Sherwani Set,3.6,103,3679
https://www.myntra.com/sherwani/vastramay/vastramay-embroidered-indo-western-sherwani-set/24969508/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24969508/2023/9/14/54174243-28b1-46c5-bc7d-836ad124a8401694672069357VastramayMensPurpleEmbroideredIndoWesternWithBlueViscoseKurt1.jpg",sherwani,M,VASTRAMAY,Embroidered Sherwani Set,4.3,250,4895
https://www.myntra.com/sherwani/vastramay/vastramay-men-glitter-silk-blend-indo-western-sherwani-set/20929960/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20929960/2022/11/25/3f94ad88-ed16-4d48-9daa-24668873c6451669389720848ShresthaByVastramayMensNavyBlueGlitterIndoWesternSherwaniSet1.jpg",sherwani,M,VASTRAMAY,Men Woven-Design Sherwani Set,4,59,3899
https://www.myntra.com/sherwani/kisah/kisah-men-self-design-mandarin-collar-indowestern-sherwani-set/25263004/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25263004/2023/9/29/c524c652-8e47-40aa-b00f-c25e97960a151695968680164KISAHMenSelfDesignMandarinCollarSherwaniSet1.jpg",sherwani,M,KISAH,Jacquard Kurta Sherwani Set,4.1,15,4796
https://www.myntra.com/sherwani/amzira/amzira-self-design-cotton-sherwani-set/26532174/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26532174/2023/12/19/7cdd9d2f-4970-46cc-95c4-b865d6a40fc61702989720195MensSelfDesignSherwaniSet1.jpg",sherwani,M,amzira,Cotton Sherwani Set,3.6,17,Rs. 2399
https://www.myntra.com/sarees/tikhi+imli/tikhi-imli-sequinned-satin-saree/30237243/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30237243/2024/7/18/46781f35-e1cf-48ac-8fba-982ff75ab6a41721290831863TikhiImliSequinnedSatinSaree1.jpg",saree,F,Tikhi Imli,Satin Saree,4.3,1900,999
https://www.myntra.com/sarees/kalini/kalini-woven-design-zari-silk-blend-banarasi-saree/23409872/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23409872/2023/5/25/4186dad0-fa19-4cce-a013-22e247efc80a1685030695299KaliniNavyBlueSilkBlendEthnicWovenDesignFestiveSareewithMatc1.jpg",saree,F,KALINI,Woven Design Banarasi Saree,3.9,847,859
https://www.myntra.com/sarees/all+about+you/all-about-you-embroidered-satin-saree/28206710/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28206710/2024/3/12/8f5a1d59-a5f8-44d4-b1cb-a72a9e1ad7bf1710233595802MaroonSatinSolidwithEmbroideredLaceSaree1.jpg",saree,F,all about you,Embroidered Satin Saree,4.6,5300,1739
https://www.myntra.com/sarees/here%26now/herenow-teal-floral-embroidered-saree/24925630/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24925630/2023/9/12/d4e2381c-690d-4986-a565-ccb95fd3de811694532279255HERENOWTealRedFloralEmbroideredSaree1.jpg",saree,F,HERE&NOW,Floral Embroidered Saree,4.2,330,1574
https://www.myntra.com/sarees/kalini/kalini-kalamkari-printed-block-print-saree/27214066/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27214066/2024/1/29/25f22eaa-c9e8-422e-be02-2eddbe59332d1706510055234KALINIKalamkariArtSilkBlockPrintSaree1.jpg",saree,F,KALINI,Kalamkari Block Print Saree,4.3,2900,601
https://www.myntra.com/sarees/swadesi+stuff/swadesi-stuff-embellished-beads-and-stones-pure-georgette-heavy-work-saree/31744786/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/NOVEMBER/26/e9vs46IL_81a6c6fee7be4ab58dbdc0377e92cce4.jpg",saree,F,SWADESI STUFF,Pure Georgette Saree,2.9,9,899
https://www.myntra.com/sarees/rachna/rachna-floral-art-silk-ready-to-wear-saree/30592391/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/AUGUST/15/aAWWu6Rc_cdf3747b9976436e9ce743b33ba87ccc.jpg",saree,F,RACHNA,Ready to Wear Saree,4.4,59,1329
